Year,Home,hFGM,hFGA,hFGpercent,h3PM,h3PA,h3Ppercent,hFTM,hFTA,hOREB,hDREB,hTO,hPoints,Away,aFGM,aFGA,aFGpercent,a3PM,a3PA,a3Ppercent,aFTM,aFTA,aOREB,aDREB,aTO,aPoints,HTWon,heFG,hTOV,hORB,hDRB,hFTF,aeFG,aTOV,aORB,aDRB,aFTF
2023-2024,Ontario Tech,25,59,42.4,5,15,33.3,7,14,7,27,8,62,Nipissing,23,69,33.3,8,32,25,5,19,20,30,11,59,1,0.466101695,0.109349371,0.189189189,0.574468085,0.237288136,0.391304348,0.12449072,0.425531915,0.810810811,0.275362319
2023-2024,Guelph,18,72,25,5,30,16.7,10,19,15,26,15,51,Waterloo,19,77,24.7,10,26,38.5,10,16,25,32,22,58,0,0.284722222,0.157298658,0.319148936,0.509803922,0.263888889,0.311688312,0.20746888,0.490196078,0.680851064,0.207792208
2023-2024,Toronto Metropolitan,30,73,41.1,8,23,34.8,3,9,18,32,17,71,McMaster,23,64,35.9,6,20,30,13,16,8,28,10,65,1,0.465753425,0.180928054,0.391304348,0.8,0.123287671,0.40625,0.123395854,0.2,0.608695652,0.25
2023-2024,Western,14,59,23.7,5,25,20,13,19,6,25,16,46,Carleton,29,64,45.3,2,12,16.7,12,23,12,36,12,72,0,0.279661017,0.19193858,0.142857143,0.675675676,0.322033898,0.46875,0.139340455,0.324324324,0.857142857,0.359375
2023-2024,Nipissing,26,71,36.6,7,32,21.9,12,14,14,35,20,71,Ontario Tech,19,64,29.7,3,23,13,13,20,8,24,18,54,1,0.415492958,0.205846027,0.368421053,0.813953488,0.197183099,0.3203125,0.198237885,0.186046512,0.631578947,0.3125
2023-2024,Algoma,13,56,23.2,9,30,30,1,2,9,19,18,36,Laurier,23,62,37.1,7,28,25,13,20,12,30,17,66,0,0.3125,0.240384615,0.230769231,0.612903226,0.035714286,0.427419355,0.193621868,0.387096774,0.769230769,0.322580645
2023-2024,Laurentian,18,56,32.1,3,17,17.6,9,21,10,24,27,48,Queen's,21,61,34.4,11,32,34.4,22,29,5,27,16,75,0,0.348214286,0.292714657,0.27027027,0.827586207,0.375,0.43442623,0.178253119,0.172413793,0.72972973,0.475409836
2023-2024,Lakehead,23,58,39.7,2,12,16.7,13,29,13,31,15,61,York,19,72,26.4,3,20,15,12,24,18,28,13,53,1,0.413793103,0.174906716,0.317073171,0.632653061,0.5,0.284722222,0.136040184,0.367346939,0.682926829,0.333333333
2023-2024,Windsor,17,58,29.3,3,15,20,21,33,9,26,17,58,Ottawa,31,74,41.9,7,26,26.9,5,11,7,29,17,74,0,0.318965517,0.189901698,0.236842105,0.787878788,0.568965517,0.466216216,0.177378965,0.212121212,0.763157895,0.148648649
2023-2024,McMaster,27,70,38.6,4,15,26.7,9,22,13,31,18,67,Toronto,14,69,20.3,4,29,13.8,14,21,13,25,23,46,1,0.414285714,0.184275184,0.342105263,0.704545455,0.314285714,0.231884058,0.227182932,0.295454545,0.657894737,0.304347826
2023-2024,Western,20,62,32.3,3,14,21.4,11,12,7,31,6,54,Ottawa,23,76,30.3,6,20,30,15,18,13,26,5,67,0,0.346774194,0.081877729,0.212121212,0.704545455,0.193548387,0.342105263,0.056230319,0.295454545,0.787878788,0.236842105
2023-2024,Nipissing,21,59,35.6,8,27,29.6,12,20,12,21,19,62,Queen's,29,75,38.7,3,27,11.1,18,21,15,21,8,79,0,0.423728814,0.218894009,0.363636364,0.583333333,0.338983051,0.406666667,0.086730269,0.416666667,0.636363636,0.28
2023-2024,Algoma,12,52,23.1,5,20,25,4,8,5,17,15,33,Laurier,26,61,42.6,9,26,34.6,14,22,10,24,13,75,0,0.278846154,0.212705615,0.172413793,0.62962963,0.153846154,0.5,0.155353728,0.37037037,0.827586207,0.360655738
2023-2024,Laurentian,25,54,46.3,10,21,47.6,21,32,6,36,8,81,Ontario Tech,12,54,22.2,3,22,13.6,13,23,6,23,13,40,1,0.555555556,0.105152471,0.206896552,0.857142857,0.592592593,0.25,0.168568465,0.142857143,0.793103448,0.425925926
2023-2024,Lakehead,25,65,38.5,10,28,35.7,8,18,14,30,14,68,York,22,70,31.4,6,22,27.3,12,20,15,28,11,62,1,0.461538462,0.161067648,0.333333333,0.666666667,0.276923077,0.357142857,0.122494432,0.333333333,0.666666667,0.285714286
2023-2024,Toronto Metropolitan,28,64,43.8,10,31,32.3,5,7,5,32,15,71,Brock,17,60,28.3,2,20,10,12,20,13,31,20,48,1,0.515625,0.182748538,0.138888889,0.711111111,0.109375,0.3,0.225225225,0.288888889,0.861111111,0.333333333
2023-2024,Waterloo,15,62,24.2,3,17,17.6,23,32,16,23,12,56,Guelph,22,56,39.3,7,25,28,10,22,10,26,20,61,0,0.266129032,0.136239782,0.380952381,0.696969697,0.516129032,0.455357143,0.233426704,0.303030303,0.619047619,0.392857143
2023-2024,Windsor,18,71,25.4,7,30,23.3,9,12,13,18,9,52,Carleton,22,61,36.1,3,16,18.8,12,18,22,33,26,59,0,0.302816901,0.105534709,0.282608696,0.45,0.169014085,0.385245902,0.273914876,0.55,0.717391304,0.295081967
2023-2024,Toronto,29,58,50,9,20,45,12,21,12,25,26,79,Toronto Metropolitan,27,63,42.9,5,15,33.3,22,32,16,21,20,81,0,0.577586207,0.278850279,0.363636364,0.609756098,0.362068966,0.468253968,0.206015657,0.390243902,0.636363636,0.507936508
2023-2024,Guelph,17,69,24.6,3,28,10.7,22,35,22,22,20,59,Algoma,14,48,29.2,5,20,25,8,13,5,25,31,41,1,0.268115942,0.191570881,0.468085106,0.814814815,0.507246377,0.34375,0.365911237,0.185185185,0.531914894,0.270833333
2023-2024,McMaster,27,79,34.2,4,24,16.7,12,15,14,24,9,70,Windsor,24,71,33.8,1,18,5.6,10,13,11,33,15,59,1,0.367088608,0.095137421,0.29787234,0.685714286,0.189873418,0.345070423,0.163541212,0.314285714,0.70212766,0.183098592
2023-2024,Queen's,32,77,41.6,9,27,33.3,12,17,18,28,16,85,Ontario Tech,13,52,25,3,14,21.4,4,8,5,17,30,33,1,0.474025974,0.159235669,0.514285714,0.848484848,0.220779221,0.278846154,0.350795136,0.151515152,0.485714286,0.153846154
2023-2024,Carleton,28,66,42.4,4,24,16.7,21,32,13,26,19,81,Brock,29,71,40.8,10,23,43.5,11,14,8,20,16,79,1,0.454545455,0.191764231,0.393939394,0.764705882,0.484848485,0.478873239,0.171747531,0.235294118,0.606060606,0.197183099
2023-2024,Ottawa,28,73,38.4,1,18,5.6,13,17,12,28,9,70,Lakehead,23,57,40.4,5,15,33.3,11,15,6,33,20,62,1,0.390410959,0.100581135,0.266666667,0.823529412,0.232876712,0.447368421,0.23923445,0.176470588,0.733333333,0.263157895
2023-2024,York,23,68,33.8,4,14,28.6,17,23,12,32,23,67,Western,25,67,37.3,5,22,22.7,25,33,6,26,15,80,0,0.367647059,0.227452532,0.315789474,0.842105263,0.338235294,0.410447761,0.155408206,0.157894737,0.684210526,0.492537313
2023-2024,Laurier,19,62,30.6,8,29,27.6,22,26,11,21,16,68,Laurentian,14,44,31.8,5,16,31.2,15,24,10,24,29,48,1,0.370967742,0.178890877,0.314285714,0.677419355,0.419354839,0.375,0.347056008,0.322580645,0.685714286,0.545454545
2023-2024,Waterloo,24,71,33.8,6,17,35.3,15,23,21,33,19,69,Nipissing,16,68,23.5,6,32,18.8,9,14,7,21,12,47,1,0.38028169,0.189772273,0.5,0.825,0.323943662,0.279411765,0.139275766,0.175,0.5,0.205882353
2023-2024,Guelph,28,73,38.4,6,29,20.7,10,15,16,29,13,72,Algoma,15,46,32.6,5,23,21.7,4,9,2,21,26,39,1,0.424657534,0.140388769,0.432432432,0.935483871,0.205479452,0.380434783,0.342285413,0.064516129,0.567567568,0.195652174
2023-2024,McMaster,32,74,43.2,8,23,34.8,12,16,9,33,20,84,Western,28,77,36.4,6,26,23.1,11,21,14,25,22,73,1,0.486486486,0.197941409,0.264705882,0.70212766,0.216216216,0.402597403,0.203252033,0.29787234,0.735294118,0.272727273
2023-2024,Ontario Tech,12,52,23.1,1,9,11.1,11,22,9,23,30,36,Queen's,37,71,52.1,12,33,36.4,11,15,12,33,18,97,0,0.240384615,0.327225131,0.214285714,0.657142857,0.423076923,0.605633803,0.188284519,0.342857143,0.785714286,0.211267606
2023-2024,Ottawa,24,65,36.9,5,27,18.5,21,24,16,29,14,74,Brock,23,60,38.3,3,17,17.6,7,9,6,25,19,56,1,0.407692308,0.156319786,0.390243902,0.828571429,0.369230769,0.408333333,0.229026037,0.171428571,0.609756098,0.15
2023-2024,Carleton,36,71,50.7,3,8,37.5,10,11,11,31,11,85,Lakehead,14,50,28,5,15,33.3,8,21,6,18,17,41,1,0.528169014,0.126669737,0.379310345,0.837837838,0.154929577,0.33,0.222980063,0.162162162,0.620689655,0.42
2023-2024,Toronto Metropolitan,22,68,32.4,3,16,18.8,19,24,19,35,15,66,Toronto,19,57,33.3,6,29,20.7,3,11,8,32,21,47,1,0.345588235,0.160324925,0.37254902,0.813953488,0.352941176,0.385964912,0.253500724,0.186046512,0.62745098,0.192982456
2023-2024,York,13,46,28.3,2,20,10,16,30,5,24,23,44,Windsor,17,58,29.3,1,20,5,20,31,13,20,13,55,0,0.304347826,0.279805353,0.2,0.648648649,0.652173913,0.301724138,0.153591682,0.351351351,0.8,0.534482759
2023-2024,Waterloo,17,51,33.3,9,23,39.1,19,30,9,24,15,62,Laurentian,10,48,20.8,7,27,25.9,12,18,10,19,26,39,1,0.421568627,0.189393939,0.321428571,0.705882353,0.588235294,0.28125,0.317382813,0.294117647,0.678571429,0.375
2023-2024,Laurier,29,67,43.3,6,25,24,11,19,14,34,21,75,Nipissing,15,67,22.4,1,17,5.9,15,18,15,21,22,46,1,0.47761194,0.217932752,0.4,0.693877551,0.28358209,0.231343284,0.226991333,0.306122449,0.6,0.268656716
2023-2024,Guelph,28,62,45.2,3,15,20,9,11,11,29,21,68,Laurier,20,68,29.4,4,22,18.2,8,10,10,18,17,52,1,0.475806452,0.239071038,0.379310345,0.743589744,0.177419355,0.323529412,0.1901566,0.256410256,0.620689655,0.147058824
2023-2024,McMaster,27,69,39.1,7,23,30.4,7,11,11,25,20,68,Toronto Metropolitan,27,73,37,7,28,25,10,13,13,25,16,71,0,0.442028986,0.21312873,0.305555556,0.657894737,0.15942029,0.417808219,0.168918919,0.342105263,0.694444444,0.178082192
2023-2024,Nipissing,19,72,26.4,4,18,22.2,6,9,19,25,18,48,Ottawa,26,72,36.1,11,23,47.8,10,12,17,31,13,73,0,0.291666667,0.191570881,0.38,0.595238095,0.125,0.4375,0.143996455,0.404761905,0.62,0.166666667
2023-2024,Algoma,15,62,24.2,8,30,26.7,7,10,9,17,21,45,Waterloo,30,64,46.9,10,30,33.3,10,20,14,32,18,80,0,0.306451613,0.2402746,0.219512195,0.548387097,0.161290323,0.546875,0.198237885,0.451612903,0.780487805,0.3125
2023-2024,Brock,29,64,45.3,8,18,44.4,14,16,12,28,18,80,Queen's,23,77,29.9,8,36,22.2,12,14,14,17,8,66,1,0.515625,0.202156334,0.413793103,0.666666667,0.25,0.350649351,0.087757789,0.333333333,0.586206897,0.181818182
2023-2024,Laurentian,15,44,34.1,2,15,13.3,12,24,7,16,25,44,Carleton,29,72,40.3,3,18,16.7,15,24,20,24,15,76,0,0.363636364,0.314228255,0.225806452,0.444444444,0.545454545,0.423611111,0.153751538,0.555555556,0.774193548,0.333333333
2023-2024,Lakehead,21,57,36.8,3,12,25,11,15,8,31,20,56,Western,27,76,35.5,6,18,33.3,6,11,13,24,10,66,0,0.394736842,0.23923445,0.25,0.704545455,0.263157895,0.394736842,0.110083664,0.295454545,0.75,0.144736842
2023-2024,York,23,63,36.5,4,10,40,11,19,8,24,12,61,Toronto,23,60,38.3,6,20,30,8,10,5,25,11,60,1,0.396825397,0.143953935,0.242424242,0.827586207,0.301587302,0.433333333,0.145888594,0.172413793,0.757575758,0.166666667
2023-2024,Nipissing,20,56,35.7,9,26,34.6,8,12,11,18,18,57,Carleton,35,73,47.9,3,13,23.1,8,18,19,22,13,81,0,0.4375,0.227043391,0.333333333,0.486486486,0.214285714,0.5,0.138415673,0.513513514,0.666666667,0.246575342
2023-2024,Algoma,13,62,21,6,37,16.2,10,15,13,13,15,42,Waterloo,21,53,39.6,1,14,7.1,25,33,14,29,17,68,0,0.258064516,0.179425837,0.30952381,0.481481481,0.241935484,0.405660377,0.201135826,0.518518519,0.69047619,0.622641509
2023-2024,Brock,33,77,42.9,4,17,23.5,12,18,12,33,4,82,McMaster,28,72,38.9,10,31,32.3,7,12,10,30,11,73,1,0.454545455,0.044984256,0.285714286,0.76744186,0.233766234,0.458333333,0.124603534,0.23255814,0.714285714,0.166666667
2023-2024,Laurentian,15,44,34.1,3,8,37.5,24,31,4,39,31,57,Ottawa,21,79,26.6,7,30,23.3,22,31,19,24,13,71,0,0.375,0.349729242,0.142857143,0.672413793,0.704545455,0.310126582,0.123059447,0.327586207,0.857142857,0.392405063
2023-2024,Lakehead,20,68,29.4,6,28,21.4,13,18,12,32,15,59,Windsor,28,73,38.4,7,29,24.1,9,14,10,32,9,72,0,0.338235294,0.164980202,0.272727273,0.761904762,0.264705882,0.431506849,0.102087114,0.238095238,0.727272727,0.191780822
2023-2024,Toronto Metropolitan,33,79,41.8,7,29,24.1,16,21,19,21,7,89,Ontario Tech,30,53,56.6,10,21,47.6,4,11,5,28,24,74,1,0.462025316,0.07349853,0.404255319,0.807692308,0.265822785,0.660377358,0.293255132,0.192307692,0.595744681,0.20754717
2023-2024,Toronto,25,60,41.7,6,16,37.5,26,35,15,28,23,82,York,25,62,40.3,2,15,13.3,28,45,17,23,20,80,1,0.466666667,0.233739837,0.394736842,0.622222222,0.583333333,0.419354839,0.196463654,0.377777778,0.605263158,0.725806452
2023-2024,Laurier,20,58,34.5,6,20,30,15,19,6,28,26,61,Guelph,23,77,29.9,8,28,28.6,5,13,20,22,20,59,1,0.396551724,0.281507146,0.214285714,0.583333333,0.327586207,0.350649351,0.19470405,0.416666667,0.785714286,0.168831169
2023-2024,Toronto Metropolitan,25,63,39.7,5,23,21.7,11,15,13,36,16,66,Laurier,22,76,28.9,9,32,28.1,2,6,19,26,14,55,1,0.436507937,0.186915888,0.333333333,0.654545455,0.238095238,0.348684211,0.151122625,0.345454545,0.666666667,0.078947368
2023-2024,McMaster,21,71,29.6,6,34,17.6,8,13,7,22,14,56,Carleton,35,88,39.8,7,23,30.4,9,14,22,37,15,86,0,0.338028169,0.154320988,0.159090909,0.5,0.183098592,0.4375,0.137412972,0.5,0.840909091,0.159090909
2023-2024,Queen's,19,58,32.8,8,21,38.1,21,26,8,28,15,67,Guelph,20,67,29.9,4,18,22.2,3,12,18,27,26,47,1,0.396551724,0.177640928,0.228571429,0.608695652,0.448275862,0.328358209,0.264550265,0.391304348,0.771428571,0.179104478
2023-2024,Nipissing,23,56,41.1,10,24,41.7,21,31,10,26,16,77,Laurentian,19,64,29.7,4,22,18.2,29,44,14,20,16,71,1,0.5,0.186828585,0.333333333,0.65,0.553571429,0.328125,0.161030596,0.35,0.666666667,0.6875
2023-2024,Ontario Tech,17,69,24.6,5,32,15.6,17,23,11,22,13,56,Algoma,26,71,36.6,3,24,12.5,9,20,17,34,14,64,0,0.282608696,0.141120278,0.244444444,0.564102564,0.333333333,0.387323944,0.149253731,0.435897436,0.755555556,0.281690141
2023-2024,Toronto,16,58,27.6,6,23,26.1,19,21,20,30,19,57,Lakehead,22,58,37.9,3,16,18.8,14,22,8,24,12,61,0,0.327586207,0.220315399,0.454545455,0.789473684,0.362068966,0.405172414,0.15060241,0.210526316,0.545454545,0.379310345
2023-2024,York,17,55,30.9,2,14,14.3,21,24,12,17,22,57,Ottawa,29,60,48.3,2,16,12.5,11,19,10,23,22,71,0,0.327272727,0.251256281,0.342857143,0.62962963,0.436363636,0.5,0.243470562,0.37037037,0.657142857,0.316666667
2023-2024,Waterloo,23,71,32.4,9,32,28.1,13,20,16,20,17,68,Brock,29,67,43.3,4,20,20,14,18,10,26,19,76,0,0.387323944,0.175619835,0.380952381,0.666666667,0.281690141,0.462686567,0.20229983,0.333333333,0.619047619,0.268656716
2023-2024,McMaster,19,65,29.2,9,26,34.6,4,9,10,31,17,51,Ottawa,25,76,32.9,3,23,13,9,12,16,29,13,62,0,0.361538462,0.197766403,0.256410256,0.659574468,0.138461538,0.348684211,0.137887145,0.340425532,0.743589744,0.157894737
2023-2024,Queen's,27,78,34.6,7,33,21.2,8,10,17,24,14,69,Algoma,16,51,31.4,2,14,14.3,2,4,5,30,33,36,1,0.391025641,0.145228216,0.361702128,0.827586207,0.128205128,0.333333333,0.384794776,0.172413793,0.638297872,0.078431373
2023-2024,Ontario Tech,15,55,27.3,7,21,33.3,8,14,9,20,30,45,Guelph,36,75,48,10,29,34.5,13,18,17,27,16,95,0,0.336363636,0.329091707,0.25,0.540540541,0.254545455,0.546666667,0.161746866,0.459459459,0.75,0.24
2023-2024,Laurentian,23,64,35.9,7,24,29.2,20,23,15,29,19,73,Nipissing,19,61,31.1,9,25,36,13,20,6,21,19,60,1,0.4140625,0.204037801,0.416666667,0.828571429,0.359375,0.385245902,0.213963964,0.171428571,0.583333333,0.327868852
2023-2024,Toronto,22,66,33.3,8,28,28.6,16,16,11,32,11,68,Lakehead,21,70,30,3,22,13.6,8,10,18,33,13,53,1,0.393939394,0.130890052,0.25,0.64,0.242424242,0.321428571,0.148741419,0.36,0.75,0.142857143
2023-2024,York,13,61,21.3,3,15,20,12,17,11,17,27,41,Carleton,41,78,52.6,5,12,41.7,20,25,16,33,14,107,0,0.237704918,0.282781734,0.25,0.515151515,0.278688525,0.557692308,0.13592233,0.484848485,0.75,0.320512821
2023-2024,Laurier,19,62,30.6,10,34,29.4,13,17,7,21,12,61,Brock,23,65,35.4,9,31,29,5,6,15,32,22,60,1,0.387096774,0.147275405,0.179487179,0.583333333,0.274193548,0.423076923,0.245426149,0.416666667,0.820512821,0.092307692
2023-2024,Waterloo,14,63,22.2,6,17,35.3,12,20,15,21,22,46,Toronto Metropolitan,16,60,26.7,5,22,22.7,19,24,9,26,15,56,0,0.26984127,0.234541578,0.365853659,0.7,0.317460317,0.308333333,0.175315568,0.3,0.634146341,0.4
2023-2024,Windsor,20,57,35.1,3,18,16.7,16,28,12,28,16,59,Western,21,67,31.3,6,24,25,8,13,13,25,19,56,1,0.377192982,0.187529301,0.324324324,0.682926829,0.49122807,0.358208955,0.207152202,0.317073171,0.675675676,0.194029851
2023-2024,Ottawa,25,56,44.6,7,24,29.2,17,25,8,30,22,74,Carleton,19,58,32.8,3,8,37.5,15,23,12,25,21,56,1,0.508928571,0.247191011,0.242424242,0.714285714,0.446428571,0.353448276,0.235637343,0.285714286,0.757575758,0.396551724
2023-2024,Toronto,20,65,30.8,6,30,20,11,21,14,26,23,57,Guelph,33,77,42.9,9,25,36,16,21,20,35,20,91,0,0.353846154,0.236528178,0.285714286,0.565217391,0.323076923,0.487012987,0.188253012,0.434782609,0.714285714,0.272727273
2023-2024,Western,22,67,32.8,4,22,18.2,7,18,11,29,10,55,Laurier,20,60,33.3,6,21,28.6,14,19,6,23,5,60,0,0.358208955,0.11775789,0.323529412,0.828571429,0.268656716,0.383333333,0.068157034,0.171428571,0.676470588,0.316666667
2023-2024,Ottawa,25,67,37.3,7,19,36.8,4,6,11,29,15,61,Queen's,26,68,38.2,5,19,26.3,13,18,17,30,11,70,0,0.425373134,0.177221172,0.268292683,0.630434783,0.089552239,0.419117647,0.126553152,0.369565217,0.731707317,0.264705882
2023-2024,Ontario Tech,16,58,27.6,4,18,22.2,8,10,2,11,22,44,Carleton,45,81,55.6,8,17,47.1,7,10,21,35,15,105,0,0.310344828,0.260663507,0.054054054,0.34375,0.172413793,0.604938272,0.14940239,0.65625,0.945945946,0.12345679
2023-2024,Brock,30,66,45.5,9,22,40.9,9,15,13,25,11,78,Toronto Metropolitan,19,62,30.6,5,24,20.8,13,20,13,14,10,56,1,0.522727273,0.131578947,0.481481481,0.657894737,0.227272727,0.346774194,0.123762376,0.342105263,0.518518519,0.322580645
2023-2024,Lakehead,15,59,25.4,6,26,23.1,15,27,13,28,14,51,Laurentian,20,63,31.7,3,12,25,18,28,17,30,10,61,0,0.305084746,0.164938737,0.302325581,0.622222222,0.457627119,0.341269841,0.117205813,0.377777778,0.697674419,0.444444444
2023-2024,Windsor,15,58,25.9,4,19,21.1,7,12,8,18,17,41,Waterloo,22,60,36.7,7,23,30.4,11,16,12,27,21,62,0,0.293103448,0.211758844,0.228571429,0.6,0.206896552,0.425,0.238527942,0.4,0.771428571,0.266666667
2023-2024,Guelph,26,78,33.3,5,30,16.7,11,14,20,21,17,68,Windsor,21,51,41.2,6,16,37.5,13,21,6,25,25,61,1,0.365384615,0.168050613,0.444444444,0.777777778,0.179487179,0.470588235,0.293289535,0.222222222,0.555555556,0.411764706
2023-2024,McMaster,28,72,38.9,9,31,29,17,22,14,35,23,82,York,22,74,29.7,8,35,22.9,22,30,14,26,16,74,1,0.451388889,0.219717233,0.35,0.714285714,0.305555556,0.351351351,0.15503876,0.285714286,0.65,0.405405405
2023-2024,Western,22,59,37.3,7,25,28,19,26,7,28,13,70,Waterloo,21,77,27.3,4,20,20,18,28,24,24,7,64,1,0.43220339,0.155800575,0.225806452,0.538461538,0.440677966,0.298701299,0.072674419,0.461538462,0.774193548,0.363636364
2023-2024,Carleton,27,63,42.9,5,19,26.3,14,22,15,23,22,73,Queen's,23,64,35.9,8,30,26.7,14,17,13,17,18,68,1,0.468253968,0.232361639,0.46875,0.638888889,0.349206349,0.421875,0.201162271,0.361111111,0.53125,0.265625
2023-2024,Ottawa,34,75,45.3,14,32,43.8,6,7,20,30,17,88,Ontario Tech,23,56,41.1,7,18,38.9,9,13,3,22,15,62,1,0.546666667,0.178796803,0.476190476,0.909090909,0.093333333,0.473214286,0.195516163,0.090909091,0.523809524,0.232142857
2023-2024,Lakehead,19,65,29.2,11,31,35.5,17,24,10,27,7,66,Nipissing,17,65,26.2,2,14,14.3,11,14,9,32,17,47,1,0.376923077,0.084786822,0.238095238,0.75,0.369230769,0.276923077,0.192831216,0.25,0.761904762,0.215384615
2023-2024,Toronto,20,54,37,3,18,16.7,9,13,8,29,21,52,Brock,26,70,37.1,6,26,23.1,12,13,15,29,14,70,0,0.398148148,0.260158573,0.216216216,0.659090909,0.240740741,0.414285714,0.156041016,0.340909091,0.783783784,0.185714286
2023-2024,Waterloo,25,62,40.3,4,18,22.2,16,27,15,24,21,70,Laurier,21,65,32.3,6,32,18.8,17,23,11,22,15,65,1,0.435483871,0.221332209,0.405405405,0.685714286,0.435483871,0.369230769,0.16644474,0.314285714,0.594594595,0.353846154
2023-2024,Guelph,32,76,42.1,9,25,36,6,6,12,24,15,79,Lakehead,19,53,35.8,10,24,41.7,4,9,5,25,29,52,1,0.480263158,0.160187954,0.324324324,0.827586207,0.078947368,0.452830189,0.337366217,0.172413793,0.675675676,0.169811321
2023-2024,Queen's,35,68,51.5,12,26,46.2,19,26,17,35,15,101,McMaster,22,71,31,6,29,20.7,8,15,11,14,16,58,1,0.602941176,0.158831004,0.548387097,0.760869565,0.382352941,0.352112676,0.170940171,0.239130435,0.451612903,0.211267606
2023-2024,Western,20,72,27.8,6,31,19.4,19,28,11,25,2,65,Toronto,22,56,39.3,10,18,55.6,7,10,4,24,6,61,1,0.319444444,0.023169601,0.314285714,0.862068966,0.388888889,0.482142857,0.090361446,0.137931034,0.685714286,0.178571429
2023-2024,Ontario Tech,18,63,28.6,3,17,17.6,9,15,6,26,20,48,York,35,72,48.6,10,23,43.5,13,21,11,30,13,93,0,0.30952381,0.223214286,0.166666667,0.702702703,0.238095238,0.555555556,0.137945671,0.297297297,0.833333333,0.291666667
2023-2024,Carleton,35,73,47.9,10,26,38.5,8,12,15,21,17,88,Nipissing,18,57,31.6,4,23,17.4,13,16,10,18,27,53,1,0.547945205,0.178421495,0.454545455,0.677419355,0.164383562,0.350877193,0.296572935,0.322580645,0.545454545,0.280701754
2023-2024,Ottawa,25,70,35.7,10,26,38.5,11,13,13,23,12,71,Laurentian,18,48,37.5,8,24,33.3,12,21,11,34,27,56,1,0.428571429,0.136798906,0.276595745,0.676470588,0.185714286,0.458333333,0.320512821,0.323529412,0.723404255,0.4375
2023-2024,Brock,31,72,43.1,8,21,38.1,7,10,15,33,9,77,Algoma,15,62,24.2,5,27,18.5,2,4,7,28,16,37,1,0.486111111,0.105386417,0.348837209,0.825,0.138888889,0.282258065,0.200601805,0.175,0.651162791,0.064516129
2023-2024,Windsor,14,62,22.6,1,22,4.5,12,16,10,30,16,41,Toronto Metropolitan,18,55,32.7,4,20,20,5,13,7,28,21,45,0,0.233870968,0.188146754,0.263157895,0.810810811,0.258064516,0.363636364,0.256975037,0.189189189,0.736842105,0.236363636
2023-2024,Guelph,19,71,26.8,5,28,17.9,15,20,19,28,21,58,Brock,24,61,39.3,5,16,31.2,10,17,7,28,17,63,0,0.302816901,0.208333333,0.404255319,0.8,0.281690141,0.43442623,0.19887693,0.2,0.595744681,0.278688525
2023-2024,Queen's,31,68,45.6,2,14,14.3,31,35,16,34,16,95,York,16,63,25.4,7,25,28,14,20,12,20,27,53,1,0.470588235,0.160965795,0.444444444,0.739130435,0.514705882,0.30952381,0.273279352,0.260869565,0.555555556,0.317460317
2023-2024,Western,22,66,33.3,6,28,21.4,14,17,12,14,2,64,Toronto Metropolitan,21,56,37.5,5,23,21.7,7,8,11,25,5,54,1,0.378787879,0.026497085,0.324324324,0.56,0.257575758,0.419642857,0.07749535,0.44,0.675675676,0.142857143
2023-2024,Ontario Tech,19,61,31.1,8,28,28.6,18,21,5,20,14,64,McMaster,34,66,51.5,14,31,45.2,12,18,7,35,9,94,0,0.37704918,0.166191833,0.125,0.740740741,0.344262295,0.621212121,0.10853835,0.259259259,0.875,0.272727273
2023-2024,Ottawa,34,82,41.5,13,37,35.1,4,6,22,30,22,85,Nipissing,19,61,31.1,6,20,30,12,16,14,23,27,56,1,0.493902439,0.206301575,0.488888889,0.681818182,0.073170732,0.360655738,0.284090909,0.318181818,0.511111111,0.262295082
2023-2024,Carleton,29,68,42.6,4,14,28.6,18,21,11,25,19,80,Laurentian,9,51,17.6,4,31,12.9,18,23,8,22,29,40,1,0.455882353,0.197423109,0.333333333,0.757575758,0.308823529,0.215686275,0.321793165,0.242424242,0.666666667,0.450980392
2023-2024,Laurier,17,65,26.2,10,30,33.3,13,16,10,22,21,57,Waterloo,25,54,46.3,8,20,40,11,20,9,29,25,69,0,0.338461538,0.225709372,0.256410256,0.709677419,0.246153846,0.537037037,0.284738041,0.290322581,0.743589744,0.37037037
2023-2024,Windsor,25,63,39.7,8,21,38.1,15,19,12,23,15,73,Toronto,21,55,38.2,10,21,47.6,10,14,4,16,22,62,1,0.46031746,0.173691524,0.428571429,0.851851852,0.301587302,0.472727273,0.264550265,0.148148148,0.571428571,0.254545455
